MARKET_REGION,ASSET_CATEGORY,ISSUER_NAME,INDUSTRY_SECTOR,TOP_LEVEL_OPENFIGI_ID,SECURITY_NAME,PRIMARY_TICKER,PRIMARY_EXCHANGE_CODE,PRIMARY_EXCHANGE_NAME,COUNTRY_OF_DOMICILE,EXCHANGE_CODES
USA,Equity,CITIZENS FINANCIAL SERVICES INC,State commercial banks,BBG001S6YTF6,CITIZENS FINANCIAL SERVICES,CZFS,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""OC"",
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
USA,Equity,CITIZENS HOLDING CO /MS/,State commercial banks,BBG001SDD1S1,CITIZENS HOLDING COMPANY,CIZN,OTC,OVER-THE-COUNTER,US,"[
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
USA,Equity,"CITIZENS, INC.",Life insurance,BBG001S81V90,CITIZENS INC,CIA,NYS,NEW YORK STOCK EXCHANGE,US,"[
  ""B1"",
  ""E1"",
  ""EU"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""LA"",
  ""LU"",
  ""OC"",
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X1"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,CITY HOLDING CO,National commercial banks,BBG001S5PR71,CITY HOLDING CO,CHCO,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""B1"",
  ""E1"",
  ""EU"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""LA"",
  ""LU"",
  ""OC"",
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X2"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,CIVEO CORP,,BBG009KJ2H33,CIVEO CORP,CVEO,NYS,NEW YORK STOCK EXCHANGE,US,"[
  ""B1"",
  ""E1"",
  ""EO"",
  ""EU"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""LA"",
  ""LU"",
  ""OC"",
  ""PQ"",
  ""QT"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X2"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,"CIVISTA BANCSHARES, INC.",State commercial banks,BBG001S91FV8,CIVISTA BANCSHARES INC,CIVB,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""E1"",
  ""EU"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""LA"",
  ""LU"",
  ""OC"",
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X1"",
  ""X2"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,"CIVITAS RESOURCES, INC.",Crude petroleum and natural gas,BBG00GLNJ0R0,CIVITAS RESOURCES INC,CIVI,NYS,NEW YORK STOCK EXCHANGE,US,"[
  ""B1"",
  ""BW"",
  ""E1"",
  ""EO"",
  ""EP"",
  ""EU"",
  ""EZ"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""LA"",
  ""LU"",
  ""OC"",
  ""PQ"",
  ""QT"",
  ""SC"",
  ""SE"",
  ""SR"",
  ""SW"",
  ""SX"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X1"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XK"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,"CIVITAS RESOURCES, INC.",Crude petroleum and natural gas,BBG013J7ZD54,CVR WT02 -CW26,CIVII,NYS,NEW YORK STOCK EXCHANGE,US,"[
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
USA,Equity,"CKX LANDS, INC.",Crude petroleum and natural gas,BBG001S72DB8,CKX LANDS INC,CKX,NYS,NEW YORK STOCK EXCHANGE,US,"[
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""LA"",
  ""LU"",
  ""OC"",
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
USA,Equity,CLARITEV CORP,"Business services, nec",BBG00RLZ9M83,MULTIPLAN CORP,CTEV,NYS,NEW YORK STOCK EXCHANGE,US,"[
  ""E1"",
  ""EU"",
  ""OC"",
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X1"",
  ""X2"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,CLARITEV CORP,"Business services, nec",BBG00SNH0HF1,MULTIPLAN CORP-CW25,MPLNW,NYS,NEW YORK STOCK EXCHANGE,US,"[
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
USA,Equity,"CLAROS MORTGAGE TRUST, INC.",Real Estate,BBG00PT33814,CLAROS MORTGAGE TRUST INC,CMTG,NYS,NEW YORK STOCK EXCHANGE,US,"[
  ""E1"",
  ""EU"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""LA"",
  ""LU"",
  ""PQ"",
  ""QT"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""US"",
  ""UT"",
  ""UV"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X1"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,CLARUS CORP,"Sporting and athletic goods, nec",BBG001SBNNC3,CLARUS CORP,CLAR,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""B1"",
  ""E1"",
  ""EO"",
  ""EU"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""LA"",
  ""LU"",
  ""OC"",
  ""PQ"",
  ""QT"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,"CLASSOVER HOLDINGS, INC.",Educational Services,BBG01T8ND5X4,CLASSOVER HOLDINGS INC - 30,KIDZW,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UR"",
  ""US"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
USA,Equity,"CLASSOVER HOLDINGS, INC.",Educational Services,BBG01RQT6YJ6,CLASSOVER HOLDINGS INC-CL B,KIDZ,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""OC"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
USA,Equity,CLEAN ENERGY FUELS CORP.,Gas and other services combined,BBG001SPD4H0,CLEAN ENERGY FUELS CORP,CLNE,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""B1"",
  ""BW"",
  ""E1"",
  ""EO"",
  ""EP"",
  ""EU"",
  ""EZ"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""LA"",
  ""LC"",
  ""LN"",
  ""LT"",
  ""LU"",
  ""OC"",
  ""PQ"",
  ""QT"",
  ""SC"",
  ""SE"",
  ""SR"",
  ""SW"",
  ""SX"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X2"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XK"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,"CLEAN ENERGY TECHNOLOGIES, INC.",Natural gas distribution,BBG001SQPNN6,CLEAN ENERGY TECHNOLOGIES IN,CETY,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""LA"",
  ""LU"",
  ""OC"",
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UR"",
  ""US"",
  ""UV"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
USA,Equity,CLEAN HARBORS INC,,BBG001S5PW98,CLEAN HARBORS INC,CLH,NYS,NEW YORK STOCK EXCHANGE,US,"[
  ""B1"",
  ""BW"",
  ""E1"",
  ""EO"",
  ""EP"",
  ""EU"",
  ""EZ"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""LA"",
  ""LU"",
  ""MF"",
  ""MM"",
  ""MU"",
  ""OC"",
  ""PQ"",
  ""QT"",
  ""SC"",
  ""SE"",
  ""SR"",
  ""SW"",
  ""SX"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XK"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,CLEAN VISION CORP,Industrial Organic Chemicals,BBG001SBJ975,BYZEN DIGITAL INC,CLNV,OTC,OVER-THE-COUNTER,US,"[
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
USA,Equity,"CLEANCORE SOLUTIONS, INC.",Polishes and sanitation goods,BBG01JPMJ6T6,CLEANCORE SOLUTIONS INC-CL B,ZONE,NYS,NEW YORK STOCK EXCHANGE,US,"[
  ""OC"",
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""US"",
  ""UT"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
USA,Equity,"CLEANSPARK, INC.",,BBG001S7F576,CLEANSPARK INC,CLSK,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""B3"",
  ""BW"",
  ""E1"",
  ""EB"",
  ""EO"",
  ""EU"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""I2"",
  ""IC"",
  ""IF"",
  ""IM"",
  ""IX"",
  ""L1"",
  ""L3"",
  ""LA"",
  ""LU"",
  ""MF"",
  ""MM"",
  ""MU"",
  ""OC"",
  ""PO"",
  ""PQ"",
  ""QT"",
  ""RM"",
  ""RN"",
  ""RP"",
  ""RX"",
  ""SC"",
  ""SE"",
  ""SR"",
  ""SW"",
  ""SX"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X1"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XK"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,"CLEANSPARK, INC.",,BBG01QM8XY17,CLEANSPARK INC-29,CLSKW,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UR"",
  ""US"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
USA,Equity,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",Advertising,BBG001SY0WV7,CLEAR CHANNEL OUTDOOR HOLDIN,CCO,NYS,NEW YORK STOCK EXCHANGE,US,"[
  ""E1"",
  ""EP"",
  ""EU"",
  ""EZ"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""LA"",
  ""LU"",
  ""OC"",
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X2"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,"CLEAR SECURE, INC.",Prepackaged software,BBG011C0FSZ6,CLEAR SECURE INC -CLASS A,YOU,NYS,NEW YORK STOCK EXCHANGE,US,"[
  ""EU"",
  ""OC"",
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""US"",
  ""UT"",
  ""UV"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X9"",
  ""XA"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XL"",
  ""XO"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW""
]"
USA,Equity,"CLEARFIELD, INC.",Telephone and telegraph apparatus,BBG001S5NS35,CLEARFIELD INC,CLFD,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""B1"",
  ""BW"",
  ""E1"",
  ""EO"",
  ""EU"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""LA"",
  ""LU"",
  ""OC"",
  ""PQ"",
  ""QT"",
  ""SC"",
  ""SE"",
  ""SR"",
  ""SW"",
  ""SX"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XK"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,CLEARONE INC,Telephone and telegraph apparatus,BBG001S9QBR5,CLEARONE INC,CLRO,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""OC"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
