MARKET_REGION,ASSET_CATEGORY,ISSUER_NAME,INDUSTRY_SECTOR,TOP_LEVEL_OPENFIGI_ID,SECURITY_NAME,PRIMARY_TICKER,PRIMARY_EXCHANGE_CODE,PRIMARY_EXCHANGE_NAME,COUNTRY_OF_DOMICILE,EXCHANGE_CODES
USA,Equity,"APOGEE THERAPEUTICS, INC.",Biological products exc. diagnostic,BBG01H51WZL7,APOGEE THERAPEUTICS INC,APGE,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""OC"",
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""US"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
USA,Equity,"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.",Real estate investment trusts,BBG001T55FJ5,APOLLO COMMERCIAL REAL ESTAT,ARI,NYS,NEW YORK STOCK EXCHANGE,US,"[
  ""B1"",
  ""B3"",
  ""BW"",
  ""E1"",
  ""EO"",
  ""EP"",
  ""EU"",
  ""EZ"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""L1"",
  ""L3"",
  ""LA"",
  ""LU"",
  ""PO"",
  ""PQ"",
  ""QT"",
  ""S2"",
  ""SC"",
  ""SE"",
  ""SR"",
  ""SW"",
  ""SX"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XK"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XZ""
]"
USA,Equity,"APOLLO GLOBAL MANAGEMENT, INC.",Investment advice,BBG00ZNLTFL2,APOLLO GLOBAL MANAGEMENT INC,APO,NYS,NEW YORK STOCK EXCHANGE,US,"[
  ""B3"",
  ""BW"",
  ""E1"",
  ""EU"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""IC"",
  ""IF"",
  ""IM"",
  ""L1"",
  ""L3"",
  ""LA"",
  ""LU"",
  ""MF"",
  ""MM"",
  ""MU"",
  ""OC"",
  ""PO"",
  ""PQ"",
  ""QT"",
  ""SC"",
  ""SE"",
  ""SR"",
  ""SW"",
  ""SX"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X1"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XK"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,APOLLOMICS INC.,Pharmaceutical preparations,BBG00DQ8QDR9,APOLLOMICS INC,APLM,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""OC"",
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UV"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
USA,Equity,APOLLOMICS INC.,Pharmaceutical preparations,BBG01BXWKT01,APOLLOMICS INC-27,APLMW,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UV"",
  ""UX"",
  ""VF"",
  ""VJ"",
  ""VK"",
  ""VY""
]"
USA,Equity,APPFOLIO INC,Prepackaged software,BBG008GC8CS3,APPFOLIO INC - A,APPF,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""B1"",
  ""BW"",
  ""E1"",
  ""EO"",
  ""EU"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""IC"",
  ""IF"",
  ""IM"",
  ""LA"",
  ""LU"",
  ""OC"",
  ""PQ"",
  ""QT"",
  ""SC"",
  ""SE"",
  ""SR"",
  ""SW"",
  ""SX"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XK"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,APPIAN CORP,Prepackaged software,BBG001TWHH63,APPIAN CORP-A,APPN,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""B1"",
  ""BW"",
  ""E1"",
  ""EO"",
  ""EP"",
  ""EU"",
  ""EZ"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""LA"",
  ""LC"",
  ""LN"",
  ""LT"",
  ""LU"",
  ""OC"",
  ""PQ"",
  ""QT"",
  ""SC"",
  ""SE"",
  ""SR"",
  ""SW"",
  ""SX"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XK"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,"APPLE HOSPITALITY REIT, INC.",Real estate investment trusts,BBG006473QY8,APPLE HOSPITALITY REIT INC,APLE,NYS,NEW YORK STOCK EXCHANGE,US,"[
  ""B1"",
  ""E1"",
  ""EP"",
  ""EU"",
  ""EZ"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""LA"",
  ""LU"",
  ""MF"",
  ""MM"",
  ""MU"",
  ""PQ"",
  ""QT"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X1"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,APPLE INC.,Electronic computers,BBG001S5N8V8,APPLE INC,AAPL,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""AV"",
  ""B1"",
  ""B3"",
  ""BQ"",
  ""BU"",
  ""BW"",
  ""CB"",
  ""CC"",
  ""CE"",
  ""CI"",
  ""CL"",
  ""CO"",
  ""CX"",
  ""E1"",
  ""EB"",
  ""EO"",
  ""EP"",
  ""ES"",
  ""EU"",
  ""EZ"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""I2"",
  ""IC"",
  ""IF"",
  ""IM"",
  ""IX"",
  ""JB"",
  ""JD"",
  ""JE"",
  ""JF"",
  ""JG"",
  ""JI"",
  ""JJ"",
  ""JM"",
  ""JN"",
  ""JO"",
  ""JP"",
  ""JQ"",
  ""JS"",
  ""JT"",
  ""JU"",
  ""JV"",
  ""JW"",
  ""JX"",
  ""KX"",
  ""KZ"",
  ""L1"",
  ""L3"",
  ""LA"",
  ""LC"",
  ""LI"",
  ""LN"",
  ""LO"",
  ""LT"",
  ""LU"",
  ""MF"",
  ""MM"",
  ""MU"",
  ""NR"",
  ""OC"",
  ""PE"",
  ""PO"",
  ""PQ"",
  ""PW"",
  ""PZ"",
  ""QE"",
  ""QM"",
  ""QT"",
  ""QX"",
  ""RE"",
  ""RM"",
  ""RN"",
  ""RO"",
  ""RP"",
  ""RQ"",
  ""RX"",
  ""RZ"",
  ""S1"",
  ""S2"",
  ""S4"",
  ""SC"",
  ""SE"",
  ""SR"",
  ""SW"",
  ""SX"",
  ""TE"",
  ""TH"",
  ""TQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""UZ"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X1"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XK"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,"APPLE ISPORTS GROUP, INC.","Insurance agents, brokers, & service",BBG001SGHPN2,APPLE ISPORT GROUP INC,AAPI,OTC,OVER-THE-COUNTER,US,"[
  ""PQ"",
  ""US"",
  ""UV""
]"
USA,Equity,APPLIED DIGITAL CORP.,Data processing and preparation,BBG001SK4K76,APPLIED DIGITAL CORP,APLD,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""BW"",
  ""E1"",
  ""EO"",
  ""EU"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""IC"",
  ""IF"",
  ""IM"",
  ""LA"",
  ""LU"",
  ""OC"",
  ""PQ"",
  ""QT"",
  ""SC"",
  ""SE"",
  ""SR"",
  ""SW"",
  ""SX"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X1"",
  ""X2"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XK"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,APPLIED DNA SCIENCES INC,Testing laboratories,BBG001SDFYK5,APPLIED DNA SCIENCES INC,APDN,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""B1"",
  ""E1"",
  ""LC"",
  ""LN"",
  ""LT"",
  ""OC"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X2"",
  ""XB"",
  ""XC"",
  ""XI"",
  ""XJ"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XX"",
  ""XZ""
]"
USA,Equity,"APPLIED ENERGETICS, INC.",Search and navigation equipment,BBG001S7FP54,APPLIED ENERGETICS INC,AERG,OTC,OVER-THE-COUNTER,US,"[
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""LA"",
  ""LU"",
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
USA,Equity,APPLIED INDUSTRIAL TECHNOLOGIES INC,"Machinery, Equipment, and Supplies",BBG001S5NK14,APPLIED INDUSTRIAL TECH INC,AIT,NYS,NEW YORK STOCK EXCHANGE,US,"[
  ""B1"",
  ""BW"",
  ""E1"",
  ""EO"",
  ""EP"",
  ""EU"",
  ""EZ"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""LA"",
  ""LC"",
  ""LN"",
  ""LT"",
  ""LU"",
  ""OC"",
  ""PQ"",
  ""QT"",
  ""SC"",
  ""SE"",
  ""SR"",
  ""SW"",
  ""SX"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XK"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,APPLIED MATERIALS INC /DE,Semiconductors and related devices,BBG001S5NMM7,APPLIED MATERIALS INC,AMAT,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""AV"",
  ""B1"",
  ""B3"",
  ""BQ"",
  ""BU"",
  ""BW"",
  ""E1"",
  ""EB"",
  ""EO"",
  ""EP"",
  ""ES"",
  ""EU"",
  ""EZ"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""HK"",
  ""I2"",
  ""IC"",
  ""IF"",
  ""IM"",
  ""IX"",
  ""L1"",
  ""L3"",
  ""LA"",
  ""LC"",
  ""LI"",
  ""LN"",
  ""LO"",
  ""LT"",
  ""LU"",
  ""MF"",
  ""MM"",
  ""MU"",
  ""OC"",
  ""PE"",
  ""PO"",
  ""PQ"",
  ""QE"",
  ""QT"",
  ""QX"",
  ""RM"",
  ""RN"",
  ""RP"",
  ""RX"",
  ""S1"",
  ""S2"",
  ""S4"",
  ""SC"",
  ""SE"",
  ""SR"",
  ""SW"",
  ""SX"",
  ""TE"",
  ""TH"",
  ""TQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UL"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X1"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XK"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,"APPLIED OPTOELECTRONICS, INC.",Semiconductors and related devices,BBG001SG47G4,APPLIED OPTOELECTRONICS INC,AAOI,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""B1"",
  ""B3"",
  ""BW"",
  ""E1"",
  ""EO"",
  ""EP"",
  ""EU"",
  ""EZ"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""IC"",
  ""IF"",
  ""IM"",
  ""L1"",
  ""L3"",
  ""LA"",
  ""LC"",
  ""LN"",
  ""LT"",
  ""LU"",
  ""OC"",
  ""PO"",
  ""PQ"",
  ""QT"",
  ""S2"",
  ""SC"",
  ""SE"",
  ""SR"",
  ""SW"",
  ""SX"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UM"",
  ""UN"",
  ""UO"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XK"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XS"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,"APPLIED THERAPEUTICS, INC.",Pharmaceutical preparations,BBG001SMJMY2,APPLIED THERAPEUTICS INC,APLT,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""E1"",
  ""EO"",
  ""EP"",
  ""EU"",
  ""EZ"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""LA"",
  ""LU"",
  ""OC"",
  ""PQ"",
  ""QT"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XJ"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,APPLIFE DIGITAL SOLUTIONS INC,Data processing and preparation,BBG00M5B8486,APPLIFE DIGITAL SOLUTIONS IN,ALDS,OTC,OVER-THE-COUNTER,US,"[
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
USA,Equity,APPLOVIN CORP,Computer and Data Processing Services,BBG006HFPX86,APPLOVIN CORP-CLASS A,APP,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""BW"",
  ""E1"",
  ""EU"",
  ""GB"",
  ""GC"",
  ""GD"",
  ""GE"",
  ""GF"",
  ""GH"",
  ""GI"",
  ""GM"",
  ""GQ"",
  ""GR"",
  ""GS"",
  ""GT"",
  ""GW"",
  ""GY"",
  ""GZ"",
  ""IF"",
  ""IM"",
  ""LA"",
  ""LN"",
  ""LU"",
  ""MF"",
  ""MM"",
  ""OC"",
  ""PQ"",
  ""QT"",
  ""RM"",
  ""RN"",
  ""RP"",
  ""RX"",
  ""SC"",
  ""SE"",
  ""SR"",
  ""SW"",
  ""SX"",
  ""TH"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""US"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY"",
  ""X1"",
  ""X2"",
  ""X9"",
  ""XA"",
  ""XB"",
  ""XC"",
  ""XD"",
  ""XE"",
  ""XF"",
  ""XG"",
  ""XH"",
  ""XI"",
  ""XK"",
  ""XL"",
  ""XM"",
  ""XN"",
  ""XO"",
  ""XP"",
  ""XQ"",
  ""XR"",
  ""XT"",
  ""XU"",
  ""XV"",
  ""XW"",
  ""XX"",
  ""XY"",
  ""XZ""
]"
USA,Equity,"APPSOFT TECHNOLOGIES, INC.",Prepackaged software,BBG009YVDRP3,APPSOFT TECHNOLOGIES INC,ASFT,OTC,OVER-THE-COUNTER,US,"[
  ""PQ"",
  ""US"",
  ""UV""
]"
USA,Equity,APPTECH PAYMENTS CORP.,Prepackaged software,BBG01463FD02,APPTECH -CW26,APCXW,OTC,OVER-THE-COUNTER,US,"[
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UI"",
  ""UJ"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UT"",
  ""UU"",
  ""UV"",
  ""UW"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
USA,Equity,APPTECH PAYMENTS CORP.,Prepackaged software,BBG001SC5638,APPTECH PAYMENTS CORP,APCX,OTC,OVER-THE-COUNTER,US,"[
  ""PQ"",
  ""UA"",
  ""UB"",
  ""UC"",
  ""UD"",
  ""UF"",
  ""UM"",
  ""UN"",
  ""UP"",
  ""UQ"",
  ""UR"",
  ""US"",
  ""UV"",
  ""UX"",
  ""VF"",
  ""VG"",
  ""VJ"",
  ""VK"",
  ""VL"",
  ""VP"",
  ""VY""
]"
USA,Equity,"APREA THERAPEUTICS, INC.",Pharmaceutical preparations,BBG0109YQR06,APREA THERAPEUTICS INC,APREUSD,NAS,NASDAQ CAPITAL MARKET,US,"[
  ""X1"",
  ""X2""
]"
